,HOOD,,,,,,,ADDR,CITY,ZIP,Latitude,Longitude,,,,,,PRICE,,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,270, ,A1, 3175 PARSIFAL PLACE                       ,NYC,10465,40.8398211,-73.8222095,"2,120","1,280",1940,1, A1 ,"$425,000 ",2/23/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,294, ,A1, 3174 PARSIFAL PLACE                       ,NYC,10465,40.839512,-73.822401,"2,184","1,280",1925,1, A1 ,"$408,100 ",3/19/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,295, ,A1, 3172 PARSIFAL PLACE                       ,NYC,10465,40.839545,-73.822487,"2,177","1,280",1925,1, A1 ,"$395,000 ",3/26/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,340, ,A2, 1310 LOHENGRIN PLACE                      ,NYC,10465,40.839453,-73.820517,"3,973","1,388",1945,1, A2 ,"$477,500 ",2/24/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5409,422, ,A3, 3439 COUNTRY CLUB ROAD                    ,NYC,10465,40.839264,-73.815062,"7,947","1,191",1960,1, A3 ,"$670,000 ",4/17/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5409,724, ,A5, 1428 STADIUM AVENUE                       ,NYC,10465,40.841872,-73.820026,"2,500","1,836",1960,1, A5 ,"$360,000 ",3/31/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5411,227, ,A5, 3134 AMPERE                               ,NYC,10465,40.846144,-73.824378,"2,800","1,985",1965,1, A5 ,"$270,000 ",5/8/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5411,233, ,A2, 1553 DWIGHT PLACE                         ,NYC,10465,40.84579,-73.824326,"5,000","1,816",1915,1, A2 ,"$530,000 ",3/31/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5411,254, ,A5, 3133 GRISWOLD AVENUE                      ,NYC,10465,40.844445,-73.8245038,"2,300","1,944",1950,1, A5 ,"$499,000 ",8/21/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5411,268, ,A1, 1522 DWIGHT PLACE                         ,NYC,10465,40.844972,-73.82381,"3,742","1,406",1925,1, A1 ,"$521,000 ",12/21/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5413,65, ,A5, 1635 OHM AVENUE                           ,NYC,10465,40.847338,-73.8213865,"2,500","1,944",1960,1, A5 ,"$470,000 ",1/14/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5413,143, ,A5, 1603 STADIUM AVENUE                       ,NYC,10465,40.846393,-73.820455,"2,700","1,275",1960,1, A5 ,"$510,000 ",7/17/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5414,161, ,A5, 3345 LUCERNE STREET                       ,NYC,10465,40.843076,-73.81665,"2,821","1,870",1970,1, A5 ,"$500,000 ",10/22/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5416,165, ,A5, 1617 BAY VIEW AVENUE                      ,NYC,10465,40.846719,-73.817637,"2,600","1,944",1960,1, A5 ,"$525,000 ",5/1/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5417,162, ,A2, 1671 BAY SHORE AVENUE                     ,NYC,10465,40.8484125,-73.8167312,"3,874","1,452",1935,1, A2 ,"$200,000 ",8/17/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5458,19, ,A5, 1019 THROGMORTON AVENUE                   ,NYC,10465,40.8338977,-73.8214037,"1,764","2,016",1960,1, A5 ,"$515,000 ",6/29/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5459,14, ,A5, 1037 VINCENT AVE                          ,NYC,10465,40.834401,-73.820712,"1,706","1,636",1955,1, A5 ,"$360,000 ",8/10/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5465,32, ,A2, 3267A BARKLEY AVENUE                      ,NYC,10465,40.8341678,-73.8178505,817,903,1940,1, A2 ,"$293,550 ",6/4/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5465,53, ,A5, 1032 CLARENCE AVENUE                      ,NYC,10465,40.8349173,-73.8184759,"1,710","1,692",1950,1, A5 ,"$374,000 ",5/15/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5466,58, ,A5, 1044 DEAN AVENUE                          ,NYC,10465,40.83534,-73.817702,"2,773","1,998",1960,1, A5 ,"$267,000 ",4/13/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5469,36, ,A5, 922 CLARENCE AVENUE                       ,NYC,10465,40.833486,-73.817866,"1,701","1,188",1955,1, A5 ,"$430,000 ",8/17/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5473,33, ,A5, 805 WILCOX AVENUE                         ,NYC,10465,40.8310612,-73.8177082,"1,950","1,620",1965,1, A5 ,"$520,000 ",8/7/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5473,46, ,A2, 824 VINCENT AVE                           ,NYC,10465,40.8312359,-73.8183737,"2,500","1,096",1930,1, A2 ,"$360,000 ",8/24/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5475,14, ,A1, 749 VINCENT AVENUE                        ,NYC,10465,40.8297669,-73.817779,"2,100","1,110",1935,1, A1 ,"$435,000 ",7/30/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5476,27, ,A1, 719 WILCOX AVENUE                         ,NYC,10465,40.829472,-73.816421,"2,500","1,212",1920,1, A1 ,"$415,000 ",2/26/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5480,30, ,A2, 721 CLARENCE AVENUE                       ,NYC,10465,40.83003,-73.815785,"2,500","1,584",1920,1, A2 ,"$350,000 ",5/18/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5480,48, ,A2, 710 WILCOX AVENUE                         ,NYC,10465,40.82954,-73.815785,"2,500",852,1920,1, A2 ,"$160,000 ",5/7/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5483,44, ,A2, 631 VINCENT AVENUE                        ,NYC,10465,40.827546,-73.81588,"3,750",838,1910,1, A2 ,"$665,000 ",12/11/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5484,7, ,A2, 620 VINCENT AVENUE                        ,NYC,10465,40.827478,-73.8151479,"3,200","1,111",1920,1, A2 ,"$410,000 ",10/15/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5484,34, ,A2, 661 WILCOX AVENUE                         ,NYC,10465,40.828531,-73.81562,"2,600",988,1920,1, A2 ,"$383,500 ",2/26/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5484,38, ,A2, 649 WILCOX AVE                            ,NYC,10465,40.828293,-73.815414,"2,500",874,1920,1, A2 ,"$100,443 ",4/16/2015,
2,CROTONA PARK             ,01  ONE FAMILY DWELLINGS                    ,1,2958,53, ,A1, 1831 WATERLOO PLACE                       ,NYC,10460,40.8405977,-73.88764,"1,750","1,210",1910,1, A1 ,"$345,000 ",10/1/2015,"$371,667 "
2,CROTONA PARK             ,01  ONE FAMILY DWELLINGS                    ,1,2967,130, ,A2, 885 EAST 172 STREET                       ,NYC,10460,40.834753,-73.8911222,"6,500","2,420",1987,1, A2 ,"$380,000 ",1/29/2015,
2,CROTONA PARK             ,01  ONE FAMILY DWELLINGS                    ,1,2977,354, ,A2, 880 EAST 172 STREET                       ,NYC,10460,40.8344256,-73.8912753,"7,000","2,112",1986,1, A2 ,"$390,000 ",4/30/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,2956,39, ,A1, 813 ELSMERE PLACE                         ,NYC,10460,40.8431167,-73.8876794,"2,500","1,738",1901,1, A1 ,"$125,000 ",2/27/2015,"$296,145 "
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3063,168, ,A5, 2169 ARTHUR AVENUE                        ,NYC,10457,40.851521,-73.8906329,"1,893","1,320",1985,1, A5 ,"$338,000 ",10/29/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,18, ,A1, 612 EAST 181 STREET                       ,NYC,10457,40.849997,-73.890606,"1,867","1,352",1901,1, A1 ,"$225,000 ",7/10/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,283, ,A5, 2170 ARTHUR AVENUE                        ,NYC,10457,40.8514319,-73.8900727,"2,090","1,320",1985,1, A5 ,"$322,500 ",5/14/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3070,313, ,A5, 2169 HUGHES AVENUE                        ,NYC,10457,40.851112,-73.889449,"2,063","1,320",1985,1, A5 ,"$323,000 ",11/25/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,17, ,B3, 2154 HUGHES AVENUE                        ,NYC,10457,40.850583,-73.889154,"1,575","2,196",1901,1, A5 ,"$481,000 ",10/2/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,17, ,B3, 2154 HUGHES AVENUE                        ,NYC,10457,40.850583,-73.889154,"1,575","2,196",1901,1, A5 ,"$162,240 ",4/8/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,20, ,A5, 2160 HUGHES AVENUE                        ,NYC,10457,40.850719,-73.889073,"1,583","1,200",1901,1, A5 ,"$220,000 ",11/13/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,39, ,S1, 2169 BELMONT AVENUE                       ,NYC,10457,40.850617,-73.888783,"2,042","3,026",1901,1, S1 ,"$430,000 ",3/2/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3082,58, ,A1, 2137 BELMONT AVENUE                       ,NYC,10457,40.849807,-73.889297,"1,290","1,248",1901,1, A1 ,"$150,000 ",5/5/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3092,41, ,A9, 1969 CLINTON AVENUE                       ,NYC,10457,40.845486,-73.889949,"2,242","2,002",1930,1, A9 ,"$384,363 ",7/13/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3096,130, ,A5, 2113 PROSPECT AVENUE                      ,NYC,10457,40.847585,-73.886582,"1,937","1,320",1970,1, A5 ,"$300,000 ",1/29/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3097,41, ,A5, 2169 PROSPECT AVENUE                      ,NYC,10457,40.84908,-73.885443,"3,000","1,320",1986,1, A5 ,"$300,000 ",12/1/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3097,41, ,A5, 2169 PROSPECT AVENUE                      ,NYC,10457,40.84908,-73.885443,"3,000","1,320",1986,1, A5 ,"$190,000 ",7/10/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3097,46, ,A5, 2163 PROSPECT AVENUE                      ,NYC,10457,40.848944,-73.88556,"3,000","1,320",1985,1, A5 ,"$354,500 ",10/13/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3110,74, ,A5, 2153 MAPES AVENUE                         ,NYC,10460,40.848436,-73.884407,"2,905","1,320",1985,1, A5 ,"$240,000 ",3/25/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3126,21, ,S1, 1984 DALY AVENUE                          ,NYC,10460,40.8424993,-73.8830864,"1,413","3,251",1925,1, S1 ,"$455,000 ",12/8/2015,
2,EAST TREMONT             ,01  ONE FAMILY DWELLINGS                    ,1,3127,24, ,A1, 2013 VYSE AVENUE                          ,NYC,10460,40.8426334,-73.8818676,"3,764","1,120",1925,1, A1 ,"$330,000 ",12/18/2015,
2,RIVERDALE                ,01  ONE FAMILY DWELLINGS                    ,1,5813,129, ,A1, 4560 HENRY HUDSON PARKWAY                 ,NYC,10471,40.892476,-73.907689,"5,312","2,385",1950,1, A1 ,"$749,000 ",3/30/2015,"$716,725 "
2,RIVERDALE                ,01  ONE FAMILY DWELLINGS                    ,1,5816,1872, ,A1, 4669 TIBBETT AVENUE                       ,NYC,10471,40.895047,-73.89922,"3,135","1,791",1925,1, A1 ,"$718,000 ",3/27/2015,
2,RIVERDALE                ,01  ONE FAMILY DWELLINGS                    ,1,5822,2750, ,A3, 4637 GROSVENOR AVENUE                     ,NYC,10471,40.895013,-73.90635,"4,624","2,300",1930,1, A3 ,"$875,000 ",8/4/2015,
2,RIVERDALE                ,01  ONE FAMILY DWELLINGS                    ,1,5826,1673, ,A5, 5137 POST ROAD                            ,NYC,10471,40.896551,-73.898601,"2,000","1,480",1940,1, A5 ,"$524,900 ",7/30/2015,
2,FORDHAM                  ,01  ONE FAMILY DWELLINGS                    ,1,3149,29, ,A1, 2062 RYER AVENUE                          ,NYC,10457,40.852168,-73.900794,"2,502","2,036",1901,1, A1 ,"$372,000 ",6/25/2015,"$240,740 "
2,FORDHAM                  ,01  ONE FAMILY DWELLINGS                    ,1,3156,24, ,A9, 2067 ANTHONY AVENUE                       ,NYC,10457,40.852765,-73.902291,"1,667","1,298",1901,1, A9 ,"$180,000 ",10/19/2015,
2,FORDHAM                  ,01  ONE FAMILY DWELLINGS                    ,1,3184,51, ,A5, 2441 MORRIS AVENUE                        ,NYC,10468,40.8617648,-73.9001107,"1,408","1,528",1901,1, A5 ,"$175,000 ",7/15/2015,
2,FORDHAM                  ,01  ONE FAMILY DWELLINGS                    ,1,3276,30, ,A1, 368 E 194TH STREET                        ,NYC,10458,40.863484,-73.890626,"2,315","1,398",1910,1, A1 ,"$206,700 ",6/9/2015,
2,FORDHAM                  ,01  ONE FAMILY DWELLINGS                    ,1,3276,31, ,A1, 372 EAST 194 STREET                       ,NYC,10458,40.863439,-73.890555,"2,300","1,538",1910,1, A1 ,"$270,000 ",10/9/2015,
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2523,149, ,A1, 1021 SUMMIT AVENUE                        ,NYC,10452,40.833884,-73.930088,"2,185","1,304",1899,1, A1 ,"$190,000 ",2/10/2015,"$270,467 "
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2533,127, ,A1, 1319 UNIVERSITY AVENUE                    ,NYC,10452,40.8408409,-73.9270787,"1,765","2,299",1901,1, A1 ,"$186,000 ",12/1/2015,
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2868,52, ,A5, 1857 HARRISON AVENUE                      ,NYC,10453,40.8517187,-73.91315,"3,023","1,832",1920,1, A5 ,"$436,800 ",7/8/2015,
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2868,52, ,A5, 1857 HARRISON AVE                         ,NYC,10453,40.8517187,-73.91315,"3,023","1,832",1920,1, A5 ,"$210,000 ",5/6/2015,
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2877,380, ,A5, 1774 UNDERCLIFF AVENUE                    ,NYC,10453,40.8518353,-73.9195666,"1,876","1,750",1955,1, A5 ,"$295,000 ",6/4/2015,
2,HIGHBRIDGE/MORRIS HEIGHTS,01  ONE FAMILY DWELLINGS                    ,1,2879,104, ,S1, 175 WEST TREMONT AVENUE                   ,NYC,10453,40.8512944,-73.9157046,"3,940","2,975",1920,1, S1 ,"$305,000 ",11/20/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3214,46, ,A1, 2533 GRAND AVENUE                         ,NYC,10468,40.865723,-73.901365,"5,300","3,344",1915,1, A1 ,"$600,000 ",4/24/2015,"$415,894 "
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3217,25, ,A1, 2238 ANDREWS AVENUE                       ,NYC,10453,40.8596444,-73.9087574,"5,000","2,184",1901,1, A1 ,"$425,000 ",1/16/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3217,40, ,A1, 2229 UNIVERSITY AVENUE                    ,NYC,10453,40.8590813,-73.9082739,"2,500","1,843",1920,1, A1 ,"$515,000 ",7/30/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3217,40, ,A1, 2229 UNIVERSITY AVE                       ,NYC,10453,40.8590813,-73.9082739,"2,500","1,843",1920,1, A1 ,"$260,000 ",1/9/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3218,93, ,A1, 2312 ANDREWS AVENUE NORTH                 ,NYC,10468,40.861424,-73.90693,"2,800","3,512",1901,1, A1 ,"$478,400 ",7/7/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3221,56, ,A1, 145 WEST 179 STREET                       ,NYC,10453,40.855672,-73.9135189,"4,040","2,510",1910,1, A1 ,"$189,000 ",8/6/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3228,70, ,A1, 1931 HENNESSY PLACE                       ,NYC,10453,40.8552509,-73.9153033,"8,500","2,704",1901,1, A1 ,"$350,000 ",3/25/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3228,78, ,A1, 1917 HENNESSY PLACE                       ,NYC,10453,40.854799,-73.9154299,"2,125","2,444",1910,1, A1 ,"$355,000 ",12/21/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3239,89, ,A1, 2685 HEATH AVENUE                         ,NYC,10463,40.870986,-73.906014,"2,500","2,109",1901,1, A1 ,"$230,000 ",12/31/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3239,93, ,A1, 2675 HEATH AVENUE                         ,NYC,10463,40.870721,-73.906139,"2,500","2,613",1901,1, A1 ,"$397,961 ",2/11/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3248,120, ,A1, 2739 CLAFLIN AVENUE                       ,NYC,10468,40.870163,-73.900974,"3,315","2,446",1910,1, A1 ,"$565,000 ",2/3/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3249,154, ,A1, 2801 CLAFLIN AVENUE                       ,NYC,10468,40.871749,-73.90047,"2,500","1,026",1930,1, A1 ,"$287,000 ",5/19/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3254,4, ,A1, 3104 KINGSBRIDGE TERRACE                  ,NYC,10463,40.877351,-73.90018,"2,350","1,220",1901,1, A1 ,"$330,000 ",10/30/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3255,22, ,A1, 3344 GILES PLACE                          ,NYC,10463,40.879945,-73.897571,"4,000","3,641",1920,1, A1 ,"$320,000 ",9/4/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1B,3255,81, ,V0, 3323 SEDGWICK AVENUE                      ,NYC,10463,40.879056,-73.897769,"3,342",0,1920,1, A1 ,"$400,000 ",5/20/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3256,51, ,A1, 235 WEST KINGSBRIDGE ROA                  ,NYC,10463,40.8725219,-73.904131,"9,570","2,489",1915,1, A1 ,"$775,000 ",9/11/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3257,60, ,A5, 3145 KINGSBRIDGE TERRACE                  ,NYC,10463,40.878346,-73.899473,"1,424","1,738",1955,1, A5 ,"$360,000 ",9/2/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3257,88, ,A1, 3129 KINGSBRIDGE TERRACE                  ,NYC,10463,40.878022,-73.899982,"2,496","1,858",1899,1, A1 ,"$368,000 ",4/28/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3257,130, ,A1, 3057 KINGSBRIDGE TERRACE                  ,NYC,10463,40.8770809,-73.901341,"6,550","1,323",1899,1, A1 ,"$260,000 ",10/9/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3258,184, ,A5, 3482 CANNON PLACE                         ,NYC,10463,40.8817349,-73.8976827,"1,858","2,100",1915,1, A5 ,"$350,000 ",12/17/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3258,185, ,A5, 3484 CANNON PL                            ,NYC,10463,40.8817639,-73.897581,"1,858","2,100",1915,1, A5 ,"$299,130 ",7/9/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3261,4, ,A1, 3007 ALBANY CRESCENT                      ,NYC,10463,40.876933,-73.9028809,"3,071","2,058",1899,1, A1 ,"$328,000 ",10/28/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,3261,59, ,A1, 3085 HEATH AVENUE                         ,NYC,10463,40.878082,-73.901652,"2,110","1,430",1920,1, A1 ,"$189,000 ",12/29/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3263,156, ,A5, 3815 CANNON PLACE                         ,NYC,10463,40.8827852,-73.896978,"1,322","1,200",1920,1, A5 ,"$468,000 ",11/24/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,3263,217, ,A1, 3827 CANNON PLACE                         ,NYC,10463,40.8831721,-73.8963682,"1,619","1,575",1930,1, A1 ,"$350,000 ",3/26/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,5709,16, ,A9, 3020 CORLEAR AVENUE                       ,NYC,10463,40.879398,-73.908169,"3,538","1,216",1901,1, A9 ,"$450,000 ",4/22/2015,
2,KINGSBRIDGE  ,01  ONE FAMILY DWELLINGS                    ,1,5711,45, ,A9, 3019 CORLEAR AVENUE                       ,NYC,10463,40.8796419,-73.908752,"2,500","1,160",1910,1, A9 ,"$265,000 ",7/6/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,5758,322, ,A1, 3244 IRWIN AVENUE                         ,NYC,10463,40.883168,-73.906693,"2,800","2,612",1935,1, A1 ,"$701,000 ",10/23/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,5758,1315, ,A5, 3226 IRWIN AVENUE                         ,NYC,10463,40.882799,-73.907132,"1,800","1,782",1940,1, A5 ,"$491,000 ",11/10/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,5763,553, ,A5, 3427 TIBBETT AVENUE                       ,NYC,10463,40.88418,-73.905073,"2,500","2,200",1935,1, A5 ,"$618,000 ",8/27/2015,
2,KINGSBRIDGE,01  ONE FAMILY DWELLINGS                    ,1,5763,560, ,A5, 3413 TIBBETT AVENUE                       ,NYC,10463,40.883821,-73.9055,"2,500","2,200",1935,1, A5 ,"$425,000 ",11/5/2015,
2,KINGSBRIDGE,01  ONE FAMILY DWELLINGS                    ,1,5763,1534, ,A5, 3458 IRWIN AVENUE                         ,NYC,10463,40.884884,-73.904745,"2,565","1,881",1958,1, A5 ,"$625,000 ",6/26/2015,
2,KINGSBRIDGE ,01  ONE FAMILY DWELLINGS                    ,1,5766,749, ,A1, 3644 CORLEAR AVENUE                       ,NYC,10463,40.885091,-73.90199,"2,500","1,926",1925,1, A1 ,"$700,000 ",11/20/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2421,51, ,A9, 295 EAST 161ST STREET                     ,NYC,10451,40.82556,-73.917302,"2,433","2,040",1925,1, A9 ,"$800,000 ",1/23/2015,"$434,063 "
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2423,81, ,S1, 963 TELLER AVENUE                         ,NYC,10456,40.826967,-73.915375,"1,729","2,601",1901,1, S1 ,"$300,000 ",9/18/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2423,180, ,S1, 961 TELLER AVENUE                         ,NYC,10456,40.827007,-73.9155959,"1,806","2,601",1901,1, S1 ,"$140,000 ",4/30/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2436,64, ,A5, 1268 FINDLAY AVENUE                       ,NYC,10456,40.834072,-73.911231,"1,650","1,382",1899,1, A5 ,"$151,000 ",10/20/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2436,67, ,A5, 1274 FINDLAY AVENUE                       ,NYC,10456,40.834197,-73.911158,"1,650","1,466",1899,1, A5 ,"$439,000 ",9/3/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2459,53, ,S1, 859 CONCOURSE VILLAGE W                   ,NYC,10451,40.8259703,-73.9217206,"2,660","1,500",1901,1, S1 ,"$987,500 ",11/17/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2782,171, ,A5, 1306 TELLER AVENUE                        ,NYC,10456,40.834574,-73.909975,"1,313","1,312",1901,1, A5 ,"$335,000 ",1/15/2015,
2,MELROSE/CONCOURSE        ,01  ONE FAMILY DWELLINGS                    ,1,2782,200, ,A5, 1319 CLAY AVENUE                          ,NYC,10456,40.835047,-73.90937,"2,750","1,400",1901,1, A5 ,"$320,000 ",5/13/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4033,29, ,A5, 705 VAN NEST AVENUE                       ,NYC,10462,40.843967,-73.8653524,"1,156","1,072",1915,1, A5 ,"$325,000 ",12/4/2015,"$389,884 "
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4033,29, ,A5, 705 VAN NEST AVE                          ,NYC,10462,40.843967,-73.8653524,"1,156","1,072",1915,1, A5 ,"$117,000 ",1/8/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4035,17, ,A5, 1719 WALLACE AVENUE                       ,NYC,10462,40.8448758,-73.8633103,"1,710","1,690",1965,1, A5 ,"$292,000 ",2/26/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4056,15, ,A5, 1830 DELANCEY PLACE                       ,NYC,10462,40.847364,-73.86061,"1,440","1,024",1950,1, A5 ,"$320,000 ",7/29/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4056,16, ,A5, 1834 DELANCEY PLACE                       ,NYC,10462,40.84745,-73.860658,"1,800","1,024",1950,1, A5 ,"$355,000 ",4/28/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4058,16, ,A5, 1561 BOGART AVENUE                        ,NYC,10462,40.843646,-73.855098,"1,699","1,728",1956,1, A5 ,"$420,000 ",9/18/2015,
