,HOOD,,,,,,,ADDR,CITY,ZIP,Latitude,Longitude,,,,,,PRICE,,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4548,49, ,A5, 2921 WALLACE AVENUE                       ,NYC,10467,40.868553,-73.864647,"1,800","2,014",1950,1, A5 ,"$417,336 ",2/23/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4555,63, ,A1, 2905 HONE AVENUE                          ,NYC,10469,40.867961,-73.857936,"5,200","1,848",1945,1, A1 ,"$335,000 ",9/29/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4559,32, ,A5, 2944 YATES AVENUE                         ,NYC,10469,40.8688519,-73.85437,"1,650","1,728",1955,1, A5 ,"$310,000 ",6/26/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4559,61, ,A5, 2923 HERING                               ,NYC,10469,40.868391,-73.854009,"1,650","1,632",1955,1, A5 ,"$205,000 ",6/23/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4560,35, ,A5, 1170 ADEE AVENUE                          ,NYC,10469,40.8692639,-73.8529392,"1,225","1,440",1950,1, A5 ,"$255,000 ",7/10/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4561,12, ,A9, 2914 TENBROECK AVE                        ,NYC,10469,40.868143,-73.85249,"5,000",722,1930,1, A9 ,"$330,000 ",7/31/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4561,63, ,A5, 2915 PEARSALL AVENUE                      ,NYC,10469,40.868101,-73.852129,"2,500","1,440",1965,1, A5 ,"$238,290 ",6/11/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4563,58, ,A5, 2921 BOUCK AVENUE                         ,NYC,10469,40.868268,-73.85026,"2,650","1,920",1945,1, A5 ,"$320,000 ",3/6/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4564,162, ,A5, 2863 DEWITT PLACE                         ,NYC,10469,40.867325,-73.8477,"1,520","1,536",1950,1, A5 ,"$229,671 ",7/14/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4567,84, ,A2, 2918 FENTON AVENUE                        ,NYC,10469,40.868043,-73.843921,"6,000","1,596",1945,1, A2 ,"$369,000 ",11/19/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4572,37, ,A5, 3027 MATTHEWS AVENUE                      ,NYC,10467,40.8706699,-73.862694,"1,800","1,566",1960,1, A5 ,"$340,000 ",4/29/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4587,5, ,A5, 2979 YOUNG AVENUE                         ,NYC,10469,40.868756,-73.84827,"2,100","1,144",1950,1, A5 ,"$386,250 ",3/9/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4589,53, ,A5, 3049 YOUNG AVENUE                         ,NYC,10469,40.870833,-73.848223,"1,700","1,440",1955,1, A5 ,"$305,000 ",8/24/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4602,25, ,A5, 762 BARTHOLDI STREET                      ,NYC,10467,40.873828,-73.864659,"1,615","1,632",1950,1, A5 ,"$308,000 ",4/20/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4606,40, ,A1, 812 CHESTNUT STREET                       ,NYC,10467,40.8724909,-73.862335,"1,995","1,560",1935,1, A1 ,"$405,000 ",10/30/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4607,21, ,A5, 3308 BARNES AVENUE                        ,NYC,10467,40.873187,-73.862653,"1,680",928,1945,1, A5 ,"$320,000 ",8/25/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4610,25, ,A5, 3230 COLDEN AVENUE                        ,NYC,10469,40.8723236,-73.8592434,"2,500","1,320",1940,1, A5 ,"$350,000 ",6/30/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4611,5, ,A2, 1011 BURKE AVENUE                         ,NYC,10469,40.871532,-73.858025,"4,000","1,008",1901,1, A2 ,"$367,813 ",4/20/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1B,4615,58, ,V0, 3221 HERING AVE                           ,NYC,10469,40.871792,-73.8539009,"5,000",0,1930,1, A2 ,"$329,000 ",1/26/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4616,64, ,A5, 3223 TENBROECK AVENUE                     ,NYC,10469,40.871817,-73.852977,"2,500","1,224",1960,1, A5 ,"$270,000 ",6/16/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4617,19, ,A5, 3224 TENBROECK AVENUE                     ,NYC,10469,40.8719139,-73.852389,"1,800","1,420",1950,1, A5 ,"$460,000 ",4/30/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4617,22, ,A5, 3230 TENBROECK AVENUE                     ,NYC,10469,40.872062,-73.852386,"1,800","1,420",1950,1, A5 ,"$359,500 ",8/20/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4623,57, ,A1, 3311 OLINVILLE AVENUE                     ,NYC,10467,40.8735969,-73.8685409,"6,956","2,236",1910,1, A1 ,"$400,000 ",11/4/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4628,10, ,A1, 3424 OLINVILLE AVENUE                     ,NYC,10467,40.876026,-73.8678433,"4,477","3,053",1915,1, A1 ,"$345,000 ",8/3/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4631,30, ,A5, 3371 CAPUCHIN WAY                         ,NYC,10467,40.87444,-73.8640659,"1,520",928,1945,1, A5 ,"$267,800 ",7/17/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4634,114, ,A5, 937 DUNCAN ST                             ,NYC,10469,40.873296,-73.859714,"1,842","1,620",1935,1, A5 ,"$360,000 ",9/16/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4637,1, ,A5, 1035 DUNCAN STREET                        ,NYC,10469,40.873259,-73.857625,"1,800","1,810",1950,1, A5 ,"$410,000 ",3/18/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4638,9, ,A5, 1053 DUNCAN STREET                        ,NYC,10469,40.873267,-73.857268,"1,850","1,620",1945,1, A5 ,"$420,000 ",12/7/2015,
2,BRONXDALE                ,01  ONE FAMILY DWELLINGS                    ,1,4638,9, ,A5, 1053 DUNCAN STREET                        ,NYC,10469,40.873267,-73.857268,"1,850","1,620",1945,1, A5 ,"$184,500 ",2/20/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3507,56, ,A5, 415 OLMSTEAD AVENUE                       ,NYC,10473,40.814859,-73.850538,"1,943","1,594",1965,1, A5 ,"$378,000 ",10/29/2015,"$314,617 "
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3508,12, ,A5, 418 OLMSTEAD AVENUE                       ,NYC,10473,40.81503,-73.849897,"1,903","1,594",1960,1, A5 ,"$215,000 ",8/19/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3508,60, ,A5, 403 TORRY AVENUE                          ,NYC,10473,40.814673,-73.849408,"1,949","1,694",1965,1, A5 ,"$363,542 ",2/19/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3510,113, ,A5, 416 HOWE AVE                              ,NYC,10473,40.815313,-73.8479119,"1,950","1,630",1965,1, A5 ,"$150,000 ",3/30/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3511,1, ,A5, 401 TURNEUR AVENUE                        ,NYC,10473,40.815039,-73.846295,"3,058","1,594",1960,1, A5 ,"$345,000 ",2/27/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3512,42, ,A2, 439 EFFINGHAM AVENUE                      ,NYC,10473,40.816263,-73.845557,"2,706",576,1930,1, A2 ,"$243,000 ",10/1/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3575,53, ,A2, 2254 SEWARD AVENUE                        ,NYC,10473,40.821135,-73.8462739,"3,617","1,104",1950,1, A2 ,"$380,000 ",7/24/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3608,33, ,A1, 2092 VIRGIL PLACE                         ,NYC,10473,40.821767,-73.852441,"2,985","2,008",1950,1, A1 ,"$100,000 ",12/14/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3614,26, ,A1, 2215 HOMER AVENUE                         ,NYC,10473,40.822104,-73.8480545,"2,250","1,638",1915,1, A1 ,"$399,000 ",10/19/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3614,26, ,A1, 2215 HOMER AVENUE                         ,NYC,10473,40.822104,-73.8480545,"2,250","1,638",1915,1, A1 ,"$231,500 ",5/8/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3615,25, ,A1, 2215 VIRGIL PLACE                         ,NYC,10473,40.8228076,-73.8481257,"4,000","2,207",1955,1, A1 ,"$399,000 ",7/9/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3678,18, ,A1, 2030 TURNBULL AVENUE                      ,NYC,10473,40.823174,-73.853617,"3,058","1,782",1950,1, A1 ,"$370,000 ",10/9/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3678,18, ,A1, 2030 TURNBULL AVENUE                      ,NYC,10473,40.823174,-73.853617,"3,058","1,782",1950,1, A1 ,"$350,000 ",1/14/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3680,42, ,A1, 871 OLMSTEAD AVENUE                       ,NYC,10473,40.824744,-73.852802,"2,256","1,638",1935,1, A1 ,"$205,000 ",6/9/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3680,42, ,A1, 871 OLMSTEAD AVENUE                       ,NYC,10473,40.824744,-73.852802,"2,256","1,638",1935,1, A1 ,"$160,000 ",5/14/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3680,74, ,A5, 2009 HERMANY AVENUE                       ,NYC,10473,40.824185,-73.85499,"2,060","1,680",1987,1, A5 ,"$393,000 ",3/30/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3685,33, ,A1, 2152 HERMANY AVENUE                       ,NYC,10473,40.8243129,-73.850281,"5,121","1,762",1935,1, A1 ,"$320,000 ",10/26/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3691,117, ,A1, 2224 HERMANY AVENUE                       ,NYC,10473,40.824609,-73.848336,"1,725","1,000",1925,1, A1 ,"$310,000 ",11/20/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3787,6, ,S1, 1014 VIRGINIA AVENUE                      ,NYC,10472,40.826885,-73.858583,"4,900","2,160",1925,1, S1 ,"$523,000 ",5/14/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3791,37, ,A5, 1986A POWELL AVENUE                       ,NYC,10472,40.830049,-73.857684,"2,627","1,714",1955,1, A5 ,"$290,000 ",6/16/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3800,28, ,A1, 2040 HAVILAND AVENUE                      ,NYC,10472,40.829631,-73.855198,"2,266","1,080",1940,1, A1 ,"$410,000 ",10/8/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3800,80, ,A5, 2017 WATSON AVENUE                        ,NYC,10472,40.829208,-73.8560149,"1,751","1,496",1945,1, A5 ,"$300,000 ",10/29/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3800,172, ,A5, 2037 WATSON AVENUE                        ,NYC,10472,40.82932,-73.855329,"1,854","1,714",1955,1, A5 ,"$355,000 ",12/31/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3809,23, ,A1, 2130 HAVILAND AVENUE                      ,NYC,10472,40.830005,-73.852451,"5,124","1,320",1899,1, A1 ,"$400,000 ",12/17/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3810,24, ,A5, 2118 CROSS BRONX EXPRESSW                 ,NYC,10472,40.830441,-73.852666,"1,602","1,633",1950,1, A5 ,"$300,000 ",6/16/2015,
2,CASTLE HILL/UNIONPORT    ,01  ONE FAMILY DWELLINGS                    ,1,3816,23, ,A1, 2234 BLACKROCK AVENUE                     ,NYC,10472,40.828981,-73.848932,"5,150","1,790",1920,1, A1 ,"$290,000 ",7/28/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,135, ,A2, 56 MARINE STREET                          ,NYC,10464,40.840013,-73.786194,"9,000","2,746",1950,1, A2 ,"$750,000 ",10/8/2015,"$477,469 "
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,165, ,A2, 101 BUCKLEY STREET                        ,NYC,10464,40.840088,-73.784409,"4,504","1,140",1955,1, A2 ,"$439,000 ",6/5/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,175, ,A1, 77 BUCKLEY STREET                         ,NYC,10464,40.839429,-73.786847,"4,504","1,681",1935,1, A1 ,"$599,000 ",4/17/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5625,236, ,A2, 123 HORTON STREET                         ,NYC,10464,40.839559,-73.784234,"4,010",974,1945,1, A2 ,"$500,000 ",9/22/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,131, ,A1, 78 REYNOLDS STREET                        ,NYC,10464,40.841402,-73.785722,"3,255","1,672",1925,1, A1 ,"$475,000 ",9/25/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,274, ,A1, 80 EARLEY STREET                          ,NYC,10464,40.842675,-73.7861379,"4,750","1,408",1925,1, A1 ,"$750,000 ",12/22/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5626,316, ,A2, 33 EARLEY STREET                          ,NYC,10464,40.842732,-73.7878209,"4,750","1,007",1925,1, A2 ,"$430,000 ",9/10/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5628,37, ,A1, 45 SCHOFIELD STREET                       ,NYC,10464,40.844736,-73.788436,"3,566","1,134",1930,1, A1 ,"$449,000 ",7/17/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5628,47, ,A6, 23 SCHOFIELD STREET                       ,NYC,10464,40.844501,-73.789148,"1,350",680,1920,1, A6 ,"$199,000 ",12/31/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5629,42, ,A1, 51 HAWKINS STREET                         ,NYC,10464,40.8461098,-73.78867,"6,441","1,400",1920,1, A1 ,"$400,000 ",3/3/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5629,131, ,A2, 60 HAWKINS STREET                         ,NYC,10464,40.845776,-73.788298,"2,513",660,1935,1, A2 ,"$325,000 ",11/24/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5629,206, ,A1, 72 HAWKINS STREET                         ,NYC,10464,40.845886,-73.787815,"2,513","1,482",2007,1, A1 ,"$528,000 ",6/24/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5631,65, ,A1, 9 FORDHAM STREET                          ,NYC,10464,40.846577,-73.790669,"6,300","1,768",1901,1, A1 ,"$250,000 ",2/20/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5632,171, ,A2, 75 BAY STREET                             ,NYC,10464,40.8477082,-73.788628,"2,500","1,512",1940,1, A2 ,"$397,000 ",11/6/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5635,36, ,A1, 525 MINNIEFORD AVENUE                     ,NYC,10464,40.852794,-73.788887,"2,500","1,345",1925,1, A1 ,"$162,500 ",8/5/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5643,77, ,A1, 291 MINNIEFORD AVENUE                     ,NYC,10464,40.847056,-73.785264,"2,930","1,358",1930,1, A1 ,"$350,000 ",5/15/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5643,164, ,A2, 182 FORDHAM STREET                        ,NYC,10464,40.847403,-73.784937,"7,360","2,509",1950,1, A2 ,"$670,000 ",10/8/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5643,201, ,A1, 183 HAWKINS STREET                        ,NYC,10464,40.8466061,-73.7842063,"2,322","1,254",1940,1, A1 ,"$185,740 ",8/28/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5643,201, ,A1, 183 HAWKINS STREET                        ,NYC,10464,40.8466061,-73.7842063,"2,322","1,254",1940,1, A1 ,"$300,000 ",4/30/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,42, ,A1, 321 KING AVENUE                           ,NYC,10464,40.848042,-73.784676,"3,673","1,172",1925,1, A1 ,"$475,000 ",1/7/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,51, ,A2, 187 FORDHAM STREET                        ,NYC,10464,40.847841,-73.784774,"2,460",504,1945,1, A2 ,"$324,450 ",12/18/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,351, ,A2, 351 FORDHAM PLACE                         ,NYC,10464,40.848787,-73.783849,"3,543",396,1920,1, A2 ,"$300,000 ",7/22/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5644,405, ,A1, 155 REVILLE STREET                        ,NYC,10464,40.849409,-73.786427,"2,828","1,759",1965,1, A1 ,"$415,900 ",9/28/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5645,37, ,A2, 419 MINNIEFORD AVENUE                     ,NYC,10464,40.8503029,-73.787189,"3,742",852,1930,1, A2 ,"$415,000 ",8/13/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5645,57, ,A2, 416 MINNIEFORD AVENUE                     ,NYC,10464,40.850417,-73.786649,"2,500",897,1925,1, A2 ,"$343,500 ",3/30/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5645,84, ,A2, 173 DITMARS STREET                        ,NYC,10464,40.850205,-73.786216,"5,000",963,1945,1, A2 ,"$412,000 ",1/28/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5647,3, ,A1, 504 MINNIEFORD AVENUE                     ,NYC,10464,40.852513,-73.7880689,"5,000","2,600",1899,1, A1 ,"$640,000 ",10/26/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5648,1, ,A1, 600 MINNIEFORD AVENUE                     ,NYC,10464,40.854934,-73.78973,"5,000","2,655",1915,1, A1 ,"$625,000 ",2/11/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5648,61, ,A2, 670 MINNIEFORD AVENUE                     ,NYC,10464,40.856604,-73.790188,"2,500",740,1925,1, A2 ,"$452,678 ",2/16/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5648,64, ,A2, 678 MINIEFORD AVENUE                      ,NYC,10464,40.856829,-73.7901569,"3,942",759,1930,1, A2 ,"$393,432 ",5/29/2015,
2,CITY ISLAND              ,01  ONE FAMILY DWELLINGS                    ,1,5648,209, ,A3, 720 KING AVENUE                           ,NYC,10464,40.858205,-73.789116,"19,633","6,842",1920,1, A3 ,"$972,500 ",5/29/2015,
2,CITY ISLAND-PELHAM STRIP ,01  ONE FAMILY DWELLINGS                    ,1,5651,62, ,A9, 1436 ROOSEVELT AVENUE                     ,NYC,10803,40.883934,-73.7957782,"6,400","2,686",1958,1, A9 ,"$977,777 ",9/18/2015,
2,CITY ISLAND-PELHAM STRIP ,01  ONE FAMILY DWELLINGS                    ,1,5651,242, ,A1, 7 ELM TREE LANE                           ,NYC,10803,40.885332,-73.8021629,"14,520","2,814",1979,1, A1 ,"$850,000 ",7/15/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5319,8, ,A5, 3145 FAIRMOUNT AVENUE                     ,NYC,10465,40.83573,-73.823375,"1,767","1,496",1950,1, A5 ,"$350,000 ",5/28/2015,"$406,666 "
2,COUNTRY CLUB/PELHAM ,01  ONE FAMILY DWELLINGS                    ,1,5320,20, ,A5, 1122 ELLSWORTH AVENUE                     ,NYC,10465,40.8353449,-73.822305,"1,505","1,453",1960,1, A5 ,"$460,000 ",9/4/2015,
2,COUNTRY CLUB/PELHAM         ,01  ONE FAMILY DWELLINGS                    ,1,5321,18, ,A1, 1120 THROGMORTON AVENUE                   ,NYC,10465,40.8353682,-73.8216133,"2,375","1,320",1903,1, A1 ,"$325,000 ",8/3/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5322,16, ,A5, 1118 VINCENT AVENUE                       ,NYC,10465,40.835527,-73.820584,"2,375","1,988",1960,1, A5 ,"$240,000 ",10/5/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,5322,17, ,A5, 1120 VINCENT AVENUE                       ,NYC,10465,40.835594,-73.820611,"2,375","1,988",1960,1, A5 ,"$300,000 ",10/30/2015,
2,COUNTRY CLUB/PELHAM        ,01  ONE FAMILY DWELLINGS                    ,1,5324,6, ,A1, 3187 FAIRMOUNT AVENUE                     ,NYC,10465,40.8361329,-73.821631,"2,500","1,696",1920,1, A1 ,"$405,600 ",10/22/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,5324,37, ,A1, 1159 VINCENT AVENUE                       ,NYC,10465,40.8366339,-73.821563,"4,750","2,328",1920,1, A1 ,"$610,000 ",12/14/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5325,3, ,A2, 3215 FAIRMOUNT AVE                        ,NYC,10465,40.8363725,-73.8205919,"2,500","1,305",1940,1, A2 ,"$210,000 ",12/15/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5325,3, ,A2, 3215 FAIRMOUNT AVE                        ,NYC,10465,40.8363725,-73.8205919,"2,500","1,305",1940,1, A2 ,"$150,000 ",8/21/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5328,27, ,A5, 1111 STADIUM AVE                          ,NYC,10465,40.836096,-73.817632,"1,501","1,636",1955,1, A5 ,"$415,000 ",10/14/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,5330,15, ,A5, 3237 FAIRMOUNT AVENUE                     ,NYC,10465,40.8364978,-73.8198658,"1,684","1,564",1955,1, A5 ,"$470,000 ",10/21/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5330,15, ,A5, 3237 FAIRMOUNT AVENUE                     ,NYC,10465,40.8364978,-73.8198658,"1,684","1,564",1955,1, A5 ,"$290,000 ",5/15/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5342,18, ,A2, 1224 KEARNEY AVENUE                       ,NYC,10465,40.837839,-73.824519,"3,306",946,1930,1, A2 ,"$333,412 ",6/16/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,5342,27, ,A2, 1238 KEARNEY AVENUE                       ,NYC,10465,40.838252,-73.824539,"3,555","1,820",1955,1, A2 ,"$300,000 ",10/26/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5344,20, ,A1, 3164 WATERBURY AVENUE                     ,NYC,10465,40.8383405,-73.8227989,"1,610","2,214",1970,1, A1 ,"$430,000 ",8/6/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5344,25, ,A1, 3176 WATERBURY AVENUE                     ,NYC,10465,40.83809,-73.8225719,"5,300","1,098",1920,1, A1 ,"$420,000 ",1/26/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5406,83, ,A2, 3147 WATERBURY AVENUE                     ,NYC,10465,40.8387334,-73.8231649,"3,399","2,012",1960,1, A2 ,"$302,500 ",6/10/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5406,143, ,A1, 3252 RAWLINS AVENUE                       ,NYC,10465,40.837987,-73.8200289,"8,214","3,424",2007,1, A1 ,"$899,000 ",2/12/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5406,174, ,A1, 3253 WATERBURY AVENUE                     ,NYC,10465,40.837308,-73.820183,"2,500","1,377",1925,1, A1 ,"$390,000 ",10/6/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5407,35, ,A5, 1369 KEARNEY AVENUE                       ,NYC,10465,40.841024,-73.824674,"2,302","1,944",1955,1, A5 ,"$415,000 ",6/22/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,81, ,A9, 1368 SIEGFRIED PLACE                      ,NYC,10465,40.841244,-73.823142,"4,645","1,664",1950,1, A9 ,"$458,000 ",4/20/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,112, ,A1, 1261 STADIUM AVENUE                       ,NYC,10465,40.8382916,-73.8195937,"5,033","1,680",1935,1, A1 ,"$615,000 ",5/22/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5408,146, ,A1, 3203 RAWLINS AVENUE                       ,NYC,10465,40.838935,-73.82159,"2,295","1,454",1940,1, A1 ,"$450,000 ",3/13/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5408,166, ,A1, 3189 RAWLINS AVENUE                       ,NYC,10465,40.839172,-73.822213,"2,733","1,360",1925,1, A1 ,"$460,000 ",7/24/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,5408,169, ,A1, 3183 RAWLINS AVENUE                       ,NYC,10465,40.8392539,-73.822424,"2,733","1,512",1925,1, A1 ,"$150,000 ",11/6/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,184, ,A1, 3163 RAWLINS AVENUE                       ,NYC,10465,40.839598,-73.8233039,"2,143","1,248",1925,1, A1 ,"$459,000 ",7/21/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,5408,267, ,A1, 3169 PARSIFAL PLACE                       ,NYC,10465,40.839937,-73.822443,"2,113","1,920",1940,1, A1 ,"$480,000 ",10/29/2015,
